record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight,genus,species,taxa,plot_type
916,5,19,1978,8,DS,F,50,108,Dipodomys,spectabilis,Rodent,Control
921,5,19,1978,8,DS,F,48,125,Dipodomys,spectabilis,Rodent,Control
939,6,8,1978,8,DS,F,51,110,Dipodomys,spectabilis,Rodent,Control
959,6,8,1978,8,DS,F,47,125,Dipodomys,spectabilis,Rodent,Control
1045,7,7,1978,8,DS,F,49,124,Dipodomys,spectabilis,Rodent,Control
1051,7,7,1978,8,DS,F,50,111,Dipodomys,spectabilis,Rodent,Control
1111,8,4,1978,8,DS,F,51,122,Dipodomys,spectabilis,Rodent,Control
1205,9,3,1978,8,DS,F,52,122,Dipodomys,spectabilis,Rodent,Control
1234,9,3,1978,8,DS,F,49,134,Dipodomys,spectabilis,Rodent,Control
1314,10,7,1978,8,DS,F,50,118,Dipodomys,spectabilis,Rodent,Control
1338,10,7,1978,8,DS,F,NA,129,Dipodomys,spectabilis,Rodent,Control
1401,11,4,1978,8,DS,F,49,124,Dipodomys,spectabilis,Rodent,Control
1501,12,2,1978,8,DS,F,49,122,Dipodomys,spectabilis,Rodent,Control
547,1,9,1978,8,OT,NA,NA,NA,Onychomys,torridus,Rodent,Control
713,3,13,1978,8,OT,M,15,29,Onychomys,torridus,Rodent,Control
723,3,13,1978,8,OT,F,16,35,Onychomys,torridus,Rodent,Control
777,4,9,1978,8,OT,M,20,27,Onychomys,torridus,Rodent,Control
1436,11,4,1978,8,OT,F,20,24,Onychomys,torridus,Rodent,Control
68,8,19,1977,8,DO,F,32,52,Dipodomys,ordii,Rodent,Control
337,10,18,1977,8,DO,F,35,41,Dipodomys,ordii,Rodent,Control
414,11,14,1977,8,DO,F,34,39,Dipodomys,ordii,Rodent,Control
467,12,11,1977,8,DO,F,32,41,Dipodomys,ordii,Rodent,Control
718,3,13,1978,8,DO,M,35,57,Dipodomys,ordii,Rodent,Control
919,5,19,1978,8,DO,M,35,54,Dipodomys,ordii,Rodent,Control
950,6,8,1978,8,DO,F,34,55,Dipodomys,ordii,Rodent,Control
961,6,8,1978,8,DO,M,36,55,Dipodomys,ordii,Rodent,Control
1042,7,7,1978,8,DO,M,35,51,Dipodomys,ordii,Rodent,Control
1210,9,3,1978,8,DO,M,35,54,Dipodomys,ordii,Rodent,Control
1321,10,7,1978,8,DO,M,36,50,Dipodomys,ordii,Rodent,Control
1409,11,4,1978,8,DO,M,35,54,Dipodomys,ordii,Rodent,Control
1418,11,4,1978,8,DO,F,32,45,Dipodomys,ordii,Rodent,Control
1500,12,2,1978,8,DO,M,33,52,Dipodomys,ordii,Rodent,Control
943,6,8,1978,8,SS,NA,NA,NA,Spermophilus,spilosoma,Rodent,Control
1413,11,4,1978,8,OL,F,20,28,Onychomys,leucogaster,Rodent,Control
1505,12,2,1978,8,OL,F,21,30,Onychomys,leucogaster,Rodent,Control
25,7,17,1977,9,DM,M,35,NA,Dipodomys,merriami,Rodent,Spectab exclosure
228,9,13,1977,9,DM,M,38,50,Dipodomys,merriami,Rodent,Spectab exclosure
234,9,13,1977,9,DM,M,35,45,Dipodomys,merriami,Rodent,Spectab exclosure
265,10,16,1977,9,DM,M,38,49,Dipodomys,merriami,Rodent,Spectab exclosure
273,10,16,1977,9,DM,M,37,44,Dipodomys,merriami,Rodent,Spectab exclosure
364,11,12,1977,9,DM,M,37,46,Dipodomys,merriami,Rodent,Spectab exclosure
370,11,12,1977,9,DM,M,35,40,Dipodomys,merriami,Rodent,Spectab exclosure
433,12,10,1977,9,DM,M,38,44,Dipodomys,merriami,Rodent,Spectab exclosure
453,12,10,1977,9,DM,M,36,42,Dipodomys,merriami,Rodent,Spectab exclosure
516,1,8,1978,9,DM,M,38,46,Dipodomys,merriami,Rodent,Spectab exclosure
529,1,8,1978,9,DM,M,36,43,Dipodomys,merriami,Rodent,Spectab exclosure
594,2,18,1978,9,DM,M,38,50,Dipodomys,merriami,Rodent,Spectab exclosure
737,4,8,1978,9,DM,F,36,NA,Dipodomys,merriami,Rodent,Spectab exclosure
747,4,8,1978,9,DM,F,35,NA,Dipodomys,merriami,Rodent,Spectab exclosure
758,4,8,1978,9,DM,M,34,NA,Dipodomys,merriami,Rodent,Spectab exclosure
765,4,8,1978,9,DM,F,36,NA,Dipodomys,merriami,Rodent,Spectab exclosure
854,5,6,1978,9,DM,M,36,36,Dipodomys,merriami,Rodent,Spectab exclosure
856,5,6,1978,9,DM,F,37,50,Dipodomys,merriami,Rodent,Spectab exclosure
925,5,19,1978,9,DM,M,36,35,Dipodomys,merriami,Rodent,Spectab exclosure
948,6,8,1978,9,DM,M,37,40,Dipodomys,merriami,Rodent,Spectab exclosure
964,6,8,1978,9,DM,M,36,36,Dipodomys,merriami,Rodent,Spectab exclosure
1049,7,7,1978,9,DM,M,37,36,Dipodomys,merriami,Rodent,Spectab exclosure
1065,7,7,1978,9,DM,M,37,34,Dipodomys,merriami,Rodent,Spectab exclosure
1127,8,4,1978,9,DM,M,37,39,Dipodomys,merriami,Rodent,Spectab exclosure
1138,8,4,1978,9,DM,M,38,40,Dipodomys,merriami,Rodent,Spectab exclosure
1219,9,3,1978,9,DM,M,38,43,Dipodomys,merriami,Rodent,Spectab exclosure
1229,9,3,1978,9,DM,M,38,41,Dipodomys,merriami,Rodent,Spectab exclosure
1324,10,7,1978,9,DM,F,37,41,Dipodomys,merriami,Rodent,Spectab exclosure
1341,10,7,1978,9,DM,M,37,37,Dipodomys,merriami,Rodent,Spectab exclosure
1396,11,4,1978,9,DM,M,35,42,Dipodomys,merriami,Rodent,Spectab exclosure
1406,11,4,1978,9,DM,F,37,38,Dipodomys,merriami,Rodent,Spectab exclosure
1419,11,4,1978,9,DM,F,33,39,Dipodomys,merriami,Rodent,Spectab exclosure
1430,11,4,1978,9,DM,M,37,39,Dipodomys,merriami,Rodent,Spectab exclosure
1496,12,2,1978,9,DM,F,36,41,Dipodomys,merriami,Rodent,Spectab exclosure
1513,12,2,1978,9,DM,M,38,40,Dipodomys,merriami,Rodent,Spectab exclosure
368,11,12,1977,9,PF,F,16,7,Perognathus,flavus,Rodent,Spectab exclosure
375,11,12,1977,9,PF,F,15,6,Perognathus,flavus,Rodent,Spectab exclosure
430,12,10,1977,9,PF,F,15,7,Perognathus,flavus,Rodent,Spectab exclosure
514,1,8,1978,9,PF,M,16,7,Perognathus,flavus,Rodent,Spectab exclosure
750,4,8,1978,9,PF,F,NA,NA,Perognathus,flavus,Rodent,Spectab exclosure
1232,9,3,1978,9,PF,M,15,7,Perognathus,flavus,Rodent,Spectab exclosure
76,8,19,1977,9,DS,F,47,NA,Dipodomys,spectabilis,Rodent,Spectab exclosure
232,9,13,1977,9,DS,M,48,NA,Dipodomys,spectabilis,Rodent,Spectab exclosure
236,9,13,1977,9,DS,F,47,NA,Dipodomys,spectabilis,Rodent,Spectab exclosure
237,9,13,1977,9,DS,F,50,NA,Dipodomys,spectabilis,Rodent,Spectab exclosure
240,9,13,1977,9,DS,F,53,NA,Dipodomys,spectabilis,Rodent,Spectab exclosure
264,10,16,1977,9,DS,F,49,NA,Dipodomys,spectabilis,Rodent,Spectab exclosure
271,10,16,1977,9,DS,F,50,NA,Dipodomys,spectabilis,Rodent,Spectab exclosure
278,10,16,1977,9,DS,M,50,NA,Dipodomys,spectabilis,Rodent,Spectab exclosure
357,11,12,1977,9,DS,F,50,117,Dipodomys,spectabilis,Rodent,Spectab exclosure
377,11,12,1977,9,DS,F,48,120,Dipodomys,spectabilis,Rodent,Spectab exclosure
421,12,10,1977,9,DS,F,51,121,Dipodomys,spectabilis,Rodent,Spectab exclosure
451,12,10,1977,9,DS,F,51,116,Dipodomys,spectabilis,Rodent,Spectab exclosure
512,1,8,1978,9,DS,F,48,122,Dipodomys,spectabilis,Rodent,Spectab exclosure
526,1,8,1978,9,DS,F,51,117,Dipodomys,spectabilis,Rodent,Spectab exclosure
596,2,18,1978,9,DS,F,NA,126,Dipodomys,spectabilis,Rodent,Spectab exclosure
656,3,11,1978,9,DS,F,49,128,Dipodomys,spectabilis,Rodent,Spectab exclosure
669,3,11,1978,9,DS,F,50,146,Dipodomys,spectabilis,Rodent,Spectab exclosure
752,4,8,1978,9,DS,F,49,NA,Dipodomys,spectabilis,Rodent,Spectab exclosure
760,4,8,1978,9,DS,M,48,NA,Dipodomys,spectabilis,Rodent,Spectab exclosure
761,4,8,1978,9,DS,F,NA,NA,Dipodomys,spectabilis,Rodent,Spectab exclosure
836,5,6,1978,9,DS,F,49,124,Dipodomys,spectabilis,Rodent,Spectab exclosure
839,5,6,1978,9,DS,M,51,139,Dipodomys,spectabilis,Rodent,Spectab exclosure
844,5,6,1978,9,DS,F,46,59,Dipodomys,spectabilis,Rodent,Spectab exclosure
846,5,6,1978,9,DS,F,NA,90,Dipodomys,spectabilis,Rodent,Spectab exclosure
851,5,6,1978,9,DS,M,46,50,Dipodomys,spectabilis,Rodent,Spectab exclosure
853,5,6,1978,9,DS,F,49,113,Dipodomys,spectabilis,Rodent,Spectab exclosure
855,5,6,1978,9,DS,F,NA,90,Dipodomys,spectabilis,Rodent,Spectab exclosure
911,5,19,1978,9,DS,F,48,129,Dipodomys,spectabilis,Rodent,Spectab exclosure
927,5,19,1978,9,DS,F,48,64,Dipodomys,spectabilis,Rodent,Spectab exclosure
931,5,19,1978,9,DS,F,46,90,Dipodomys,spectabilis,Rodent,Spectab exclosure
944,6,8,1978,9,DS,F,50,124,Dipodomys,spectabilis,Rodent,Spectab exclosure
955,6,8,1978,9,DS,M,47,70,Dipodomys,spectabilis,Rodent,Spectab exclosure
965,6,8,1978,9,DS,F,NA,71,Dipodomys,spectabilis,Rodent,Spectab exclosure
972,6,8,1978,9,DS,F,NA,94,Dipodomys,spectabilis,Rodent,Spectab exclosure
973,6,8,1978,9,DS,F,47,100,Dipodomys,spectabilis,Rodent,Spectab exclosure
1031,7,7,1978,9,DS,F,51,127,Dipodomys,spectabilis,Rodent,Spectab exclosure
1063,7,7,1978,9,DS,F,49,86,Dipodomys,spectabilis,Rodent,Spectab exclosure
1069,7,7,1978,9,DS,F,50,98,Dipodomys,spectabilis,Rodent,Spectab exclosure
1141,8,4,1978,9,DS,F,47,139,Dipodomys,spectabilis,Rodent,Spectab exclosure
1211,9,3,1978,9,DS,F,51,133,Dipodomys,spectabilis,Rodent,Spectab exclosure
1225,9,3,1978,9,DS,F,50,100,Dipodomys,spectabilis,Rodent,Spectab exclosure
1243,9,3,1978,9,DS,F,47,114,Dipodomys,spectabilis,Rodent,Spectab exclosure
1325,10,7,1978,9,DS,F,50,129,Dipodomys,spectabilis,Rodent,Spectab exclosure
1331,10,7,1978,9,DS,M,50,132,Dipodomys,spectabilis,Rodent,Spectab exclosure
1335,10,7,1978,9,DS,F,50,98,Dipodomys,spectabilis,Rodent,Spectab exclosure
1342,10,7,1978,9,DS,F,50,99,Dipodomys,spectabilis,Rodent,Spectab exclosure
1411,11,4,1978,9,DS,F,50,126,Dipodomys,spectabilis,Rodent,Spectab exclosure
1412,11,4,1978,9,DS,M,48,136,Dipodomys,spectabilis,Rodent,Spectab exclosure
1423,11,4,1978,9,DS,F,50,101,Dipodomys,spectabilis,Rodent,Spectab exclosure
1431,11,4,1978,9,DS,F,46,108,Dipodomys,spectabilis,Rodent,Spectab exclosure
1484,12,2,1978,9,DS,F,51,128,Dipodomys,spectabilis,Rodent,Spectab exclosure
1499,12,2,1978,9,DS,F,49,101,Dipodomys,spectabilis,Rodent,Spectab exclosure
1502,12,2,1978,9,DS,F,48,NA,Dipodomys,spectabilis,Rodent,Spectab exclosure
442,12,10,1977,9,OT,NA,NA,NA,Onychomys,torridus,Rodent,Spectab exclosure
1311,10,7,1978,9,OT,M,20,18,Onychomys,torridus,Rodent,Spectab exclosure
428,12,10,1977,9,DO,F,33,40,Dipodomys,ordii,Rodent,Spectab exclosure
515,1,8,1978,9,DO,F,NA,42,Dipodomys,ordii,Rodent,Spectab exclosure
445,12,10,1977,9,OL,NA,NA,NA,Onychomys,leucogaster,Rodent,Spectab exclosure
1479,12,2,1978,9,OL,M,21,34,Onychomys,leucogaster,Rodent,Spectab exclosure
1481,12,2,1978,9,OL,F,21,29,Onychomys,leucogaster,Rodent,Spectab exclosure
1507,12,2,1978,9,OL,M,21,44,Onychomys,leucogaster,Rodent,Spectab exclosure
43,7,18,1977,21,DM,M,36,NA,Dipodomys,merriami,Rodent,Long-term Krat Exclosure
51,7,18,1977,21,DM,F,36,NA,Dipodomys,merriami,Rodent,Long-term Krat Exclosure
115,8,21,1977,21,DM,M,34,NA,Dipodomys,merriami,Rodent,Long-term Krat Exclosure
150,8,21,1977,21,DM,M,35,NA,Dipodomys,merriami,Rodent,Long-term Krat Exclosure
156,8,21,1977,21,DM,M,35,NA,Dipodomys,merriami,Rodent,Long-term Krat Exclosure
160,9,11,1977,21,DM,M,37,NA,Dipodomys,merriami,Rodent,Long-term Krat Exclosure
304,10,17,1977,21,DM,M,37,40,Dipodomys,merriami,Rodent,Long-term Krat Exclosure
343,10,18,1977,21,PF,NA,NA,NA,Perognathus,flavus,Rodent,Long-term Krat Exclosure
683,3,12,1978,21,PF,F,NA,NA,Perognathus,flavus,Rodent,Long-term Krat Exclosure
969,6,8,1978,21,PF,M,15,8,Perognathus,flavus,Rodent,Long-term Krat Exclosure
1064,7,7,1978,21,PF,M,16,8,Perognathus,flavus,Rodent,Long-term Krat Exclosure
1124,8,4,1978,21,PF,M,15,8,Perognathus,flavus,Rodent,Long-term Krat Exclosure
1214,9,3,1978,21,PF,M,16,7,Perognathus,flavus,Rodent,Long-term Krat Exclosure
1427,11,4,1978,21,PF,F,15,6,Perognathus,flavus,Rodent,Long-term Krat Exclosure
182,9,11,1977,21,DS,M,49,NA,Dipodomys,spectabilis,Rodent,Long-term Krat Exclosure
1135,8,4,1978,21,PP,M,19,14,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
1236,9,3,1978,21,PP,M,22,15,Chaetodipus,penicillatus,Rodent,Long-term Krat Exclosure
473,12,11,1977,21,OT,NA,NA,NA,Onychomys,torridus,Rodent,Long-term Krat Exclosure
500,12,11,1977,21,OT,NA,NA,NA,Onychomys,torridus,Rodent,Long-term Krat Exclosure
501,12,11,1977,21,OT,NA,NA,NA,Onychomys,torridus,Rodent,Long-term Krat Exclosure
568,1,10,1978,21,OT,NA,NA,NA,Onychomys,torridus,Rodent,Long-term Krat Exclosure
577,1,10,1978,21,OT,NA,NA,NA,Onychomys,torridus,Rodent,Long-term Krat Exclosure
611,2,19,1978,21,OT,F,20,23,Onychomys,torridus,Rodent,Long-term Krat Exclosure
623,2,19,1978,21,OT,NA,NA,NA,Onychomys,torridus,Rodent,Long-term Krat Exclosure
682,3,12,1978,21,OT,NA,NA,NA,Onychomys,torridus,Rodent,Long-term Krat Exclosure
693,3,12,1978,21,OT,M,NA,NA,Onychomys,torridus,Rodent,Long-term Krat Exclosure
756,4,8,1978,21,OT,F,20,NA,Onychomys,torridus,Rodent,Long-term Krat Exclosure
859,5,6,1978,21,OT,F,13,9,Onychomys,torridus,Rodent,Long-term Krat Exclosure
978,6,8,1978,21,OT,M,18,12,Onychomys,torridus,Rodent,Long-term Krat Exclosure
1114,8,4,1978,21,OT,NA,NA,19,Onychomys,torridus,Rodent,Long-term Krat Exclosure
117,8,21,1977,21,OX,F,19,NA,Onychomys,sp.,Rodent,Long-term Krat Exclosure
166,9,11,1977,21,OX,M,13,NA,Onychomys,sp.,Rodent,Long-term Krat Exclosure
386,11,13,1977,21,OL,NA,NA,NA,Onychomys,leucogaster,Rodent,Long-term Krat Exclosure
387,11,13,1977,21,OL,NA,NA,NA,Onychomys,leucogaster,Rodent,Long-term Krat Exclosure
400,11,13,1977,21,OL,NA,NA,NA,Onychomys,leucogaster,Rodent,Long-term Krat Exclosure
861,5,17,1978,21,OL,F,19,29,Onychomys,leucogaster,Rodent,Long-term Krat Exclosure
1142,8,4,1978,21,OL,M,20,20,Onychomys,leucogaster,Rodent,Long-term Krat Exclosure
1233,9,3,1978,21,OL,M,21,24,Onychomys,leucogaster,Rodent,Long-term Krat Exclosure
1316,10,7,1978,21,OL,M,20,30,Onychomys,leucogaster,Rodent,Long-term Krat Exclosure
1494,12,2,1978,21,RM,F,17,7,Reithrodontomys,megalotis,Rodent,Long-term Krat Exclosure
32,7,17,1977,10,DM,F,35,NA,Dipodomys,merriami,Rodent,Rodent Exclosure
30,7,17,1977,10,DS,F,52,NA,Dipodomys,spectabilis,Rodent,Rodent Exclosure
110,8,20,1977,10,DS,NA,NA,NA,Dipodomys,spectabilis,Rodent,Rodent Exclosure
201,9,12,1977,10,DS,M,47,NA,Dipodomys,spectabilis,Rodent,Rodent Exclosure
130,8,21,1977,16,DM,F,34,NA,Dipodomys,merriami,Rodent,Rodent Exclosure
141,8,21,1977,16,DM,M,36,NA,Dipodomys,merriami,Rodent,Rodent Exclosure
204,9,12,1977,16,DM,F,37,41,Dipodomys,merriami,Rodent,Rodent Exclosure
306,10,17,1977,16,DM,M,33,23,Dipodomys,merriami,Rodent,Rodent Exclosure
328,10,18,1977,16,DM,F,NA,43,Dipodomys,merriami,Rodent,Rodent Exclosure
342,10,18,1977,16,DM,M,34,25,Dipodomys,merriami,Rodent,Rodent Exclosure
648,2,20,1978,16,DM,F,37,46,Dipodomys,merriami,Rodent,Rodent Exclosure
649,2,20,1978,16,DM,M,35,48,Dipodomys,merriami,Rodent,Rodent Exclosure
821,4,10,1978,16,DM,F,34,41,Dipodomys,merriami,Rodent,Rodent Exclosure
880,5,18,1978,16,DM,M,NA,48,Dipodomys,merriami,Rodent,Rodent Exclosure
1020,6,9,1978,16,DM,M,38,48,Dipodomys,merriami,Rodent,Rodent Exclosure
1089,7,8,1978,16,DM,M,38,48,Dipodomys,merriami,Rodent,Rodent Exclosure
1098,7,8,1978,16,DM,M,36,46,Dipodomys,merriami,Rodent,Rodent Exclosure
1149,8,5,1978,16,DM,M,38,48,Dipodomys,merriami,Rodent,Rodent Exclosure
1178,8,5,1978,16,DM,M,38,49,Dipodomys,merriami,Rodent,Rodent Exclosure
1551,12,3,1978,16,DM,M,38,45,Dipodomys,merriami,Rodent,Rodent Exclosure
212,9,12,1977,16,PF,NA,NA,NA,Perognathus,flavus,Rodent,Rodent Exclosure
153,8,21,1977,16,DS,F,50,NA,Dipodomys,spectabilis,Rodent,Rodent Exclosure
205,9,12,1977,16,DS,M,50,NA,Dipodomys,spectabilis,Rodent,Rodent Exclosure
207,9,12,1977,16,DS,F,53,NA,Dipodomys,spectabilis,Rodent,Rodent Exclosure
36,7,17,1977,16,OT,F,22,NA,Onychomys,torridus,Rodent,Rodent Exclosure
826,4,10,1978,16,OT,M,20,18,Onychomys,torridus,Rodent,Rodent Exclosure
722,3,13,1978,16,OL,F,NA,30,Onychomys,leucogaster,Rodent,Rodent Exclosure
1175,8,5,1978,16,OL,M,22,NA,Onychomys,leucogaster,Rodent,Rodent Exclosure
1187,8,5,1978,16,OL,F,NA,33,Onychomys,leucogaster,Rodent,Rodent Exclosure
41,7,18,1977,23,DM,F,34,NA,Dipodomys,merriami,Rodent,Rodent Exclosure
55,7,18,1977,23,DM,M,36,NA,Dipodomys,merriami,Rodent,Rodent Exclosure
61,7,18,1977,23,DM,M,35,NA,Dipodomys,merriami,Rodent,Rodent Exclosure
85,8,20,1977,23,DM,F,35,41,Dipodomys,merriami,Rodent,Rodent Exclosure
95,8,20,1977,23,DM,M,38,46,Dipodomys,merriami,Rodent,Rodent Exclosure
102,8,20,1977,23,DM,F,35,40,Dipodomys,merriami,Rodent,Rodent Exclosure
112,8,20,1977,23,DM,M,37,42,Dipodomys,merriami,Rodent,Rodent Exclosure
206,9,12,1977,23,DS,F,52,NA,Dipodomys,spectabilis,Rodent,Rodent Exclosure
4,7,16,1977,7,DM,M,36,NA,Dipodomys,merriami,Rodent,Rodent Exclosure
12,7,16,1977,7,DM,M,38,NA,Dipodomys,merriami,Rodent,Rodent Exclosure
64,8,19,1977,7,DM,M,37,48,Dipodomys,merriami,Rodent,Rodent Exclosure
67,8,19,1977,7,DM,M,35,36,Dipodomys,merriami,Rodent,Rodent Exclosure
71,8,19,1977,7,DM,F,36,35,Dipodomys,merriami,Rodent,Rodent Exclosure
79,8,19,1977,7,DM,F,34,42,Dipodomys,merriami,Rodent,Rodent Exclosure
190,9,12,1977,7,DM,M,36,34,Dipodomys,merriami,Rodent,Rodent Exclosure
196,9,12,1977,7,PF,F,15,7,Perognathus,flavus,Rodent,Rodent Exclosure
193,9,12,1977,7,PE,NA,NA,NA,Peromyscus,eremicus,Rodent,Rodent Exclosure
1202,9,3,1978,7,PE,F,30,24,Peromyscus,eremicus,Rodent,Rodent Exclosure
1218,9,3,1978,7,PE,M,21,19,Peromyscus,eremicus,Rodent,Rodent Exclosure
